Geneid,C_1,C_2,C_3,WT_1,WT_2,WT_3,G_1,G_2,G_3
MYCTH_72978,0,2,0,1,0,0,2,4,0
MYCTH_2309912,585,790,795,1842,2573,2249,3382,3138,3617
MYCTH_2309915,1441,2389,2183,4753,6138,5147,6533,6329,7138
MYCTH_2309919,559,959,830,1696,2135,1787,5840,5869,6445
MYCTH_2135496,524,863,796,1109,1367,1357,1022,1039,1067
MYCTH_97184,121,204,149,42,119,57,92,73,88
MYCTH_2309925,568,867,768,4930,6191,5582,9376,9079,10931
MYCTH_2309927,1088,1824,1656,4335,5524,4497,9640,9969,10857
MYCTH_2309929,89,122,60,3198,4363,3019,3815,3471,3883
MYCTH_2309930,36,66,47,352,477,363,414,466,516
MYCTH_2309931,163,251,259,664,864,624,820,788,857
MYCTH_2316167,662,1176,1161,1555,2054,1619,1884,2001,1936
MYCTH_104570,23,41,41,13,12,21,25,20,3
MYCTH_2309942,589,998,875,1431,1881,1539,1223,1200,1197
MYCTH_2129702,29,26,34,27,70,32,9,7,5
MYCTH_2309943,1492,2085,1959,5763,7585,5973,5794,5669,6667
MYCTH_2096067,1978,3312,3117,3754,4880,4168,3913,3976,3986
MYCTH_2140435,568,965,843,1067,1484,1184,1585,1673,1820
MYCTH_2129707,70,102,136,75,95,98,100,72,76
MYCTH_112716,301,557,510,405,533,491,509,579,605
MYCTH_2309963,727,1106,1157,2371,2908,2340,2330,2290,2622
MYCTH_117625,189,282,267,752,1139,891,1065,1054,1204
MYCTH_2309965,1009,1584,1436,3409,4509,3714,4565,4620,5000
MYCTH_97168,2,0,0,0,0,8,0,2,0
MYCTH_2309967,46,84,106,102,105,52,30,64,39
MYCTH_2129714,0,1,0,0,0,0,0,0,0
MYCTH_112714,82,149,158,8,0,4,0,0,0
MYCTH_2069031,2,6,7,1,2,0,1,3,0
MYCTH_97164,4,14,7,16,9,17,19,2,14
MYCTH_72932,153,236,237,496,574,544,383,449,392
MYCTH_2129720,24,18,25,109,108,89,69,51,63
MYCTH_2309971,1893,3174,3147,9320,11070,8500,7853,9106,9818
MYCTH_85648,1516,2368,2262,19502,20633,15219,20035,20358,24445
MYCTH_2069804,0,0,0,0,0,0,0,0,0
MYCTH_2309975,63,85,86,329,415,311,115,134,131
MYCTH_2309977,62,145,133,216,256,178,203,149,179
MYCTH_72924,2,0,1,4,1,8,9,0,8
MYCTH_2068997,23,32,25,28,120,24,35,45,41
MYCTH_2069012,0,0,0,0,0,0,0,0,0
MYCTH_59005,3063,4943,4948,2080,2658,2277,4597,4734,5167
MYCTH_117620,290,435,449,399,542,505,530,587,517
MYCTH_104551,796,1293,1282,1399,1996,1633,1568,1767,2109
MYCTH_2310013,257,368,422,2362,3105,2421,2065,1918,2190
MYCTH_2310016,1491,2416,2215,2678,3434,2942,5047,5263,5913
MYCTH_97150,12,13,16,4,4,13,38,15,18
MYCTH_2096092,3977,6314,5268,19181,24198,19613,18427,17316,19205
MYCTH_2112674,854,1380,1484,687,852,762,1722,1570,1849
MYCTH_2310028,2390,4147,3793,6091,8384,6993,8779,9264,9603
MYCTH_2310031,7867,13026,12520,6460,7804,7140,6879,6650,7101
MYCTH_2310035,1513,2449,2411,1011,1271,1098,1358,1535,1477
MYCTH_2310036,1095,1808,1771,3046,3837,3110,4458,4366,4547
MYCTH_2112679,130,167,178,365,593,418,605,541,527
MYCTH_2069453,0,0,0,0,0,0,0,0,0
MYCTH_90296,0,0,0,0,0,2,0,1,2
MYCTH_74816,165,302,254,931,1055,853,896,838,1012
MYCTH_2310059,1575,2266,1868,8203,10727,8517,10955,11103,12102
MYCTH_2310062,435,655,545,1826,2787,2264,2062,2179,2211
MYCTH_2310064,1369,2244,2134,1976,2412,2043,2056,1896,2221
MYCTH_2310069,152,279,250,209,283,261,304,321,315
MYCTH_2310072,859,1306,1181,4860,6620,4945,6055,5274,5977
MYCTH_2310074,291,389,355,1904,2815,2043,3063,2661,2916
MYCTH_2310076,568,802,815,850,1179,962,1061,1000,1066
MYCTH_74803,116,174,163,269,359,268,277,243,276
MYCTH_98222,101,167,151,106,159,106,4623,4840,4959
MYCTH_t179,0,5,2,12,12,3,8,9,2
MYCTH_2310081,6041,10635,10432,33966,44799,37481,50717,53407,58335
MYCTH_t165,0,0,0,0,0,0,0,0,0
MYCTH_2310085,3462,5673,4642,38661,48426,33004,34486,36020,37546
MYCTH_t166,0,0,0,0,0,0,0,0,0
MYCTH_2310088,987,1584,1450,1768,2356,1776,1472,1437,1601
MYCTH_2129775,70,119,91,77,97,75,123,119,75
MYCTH_2096131,3083,4926,5014,5867,7080,5642,5907,5370,6100
MYCTH_2310096,1381,2322,2158,2096,2677,2450,2914,2934,3371
MYCTH_2310099,2419,3980,3748,5110,6609,5657,6594,6490,7187
MYCTH_109914,947,1548,1572,481,564,387,98,131,132
MYCTH_37566,622,978,653,1855,2409,2010,1795,1695,1929
MYCTH_2129781,44,98,78,74,74,80,26,51,18
MYCTH_2310107,624,997,915,631,1006,793,1175,1163,1171
MYCTH_2068493,454,943,825,856,1199,999,1515,1503,1694
MYCTH_2310110,715,1286,1120,8490,10841,8967,3003,3021,3202
MYCTH_2112701,37,27,33,61,43,38,25,29,28
MYCTH_2310112,746,1307,1176,2458,2604,2204,2438,2859,2893
MYCTH_2129788,1998,2978,3225,4414,5406,4214,3842,4524,4383
MYCTH_2310117,283,441,474,873,1152,955,1366,1424,1527
MYCTH_40869,1608,2494,2377,3930,4943,4313,4294,4028,4328
MYCTH_2310121,1084,1681,1752,2281,2925,2434,2224,2741,2675
MYCTH_40885,317,582,604,6304,8502,7214,5410,5006,5893
MYCTH_74772,1549,2485,2326,2414,3578,3028,4108,3934,4522
MYCTH_2310128,645,989,933,2891,3622,2950,3077,3163,3559
MYCTH_2310132,2248,3825,3556,6656,7900,6571,8891,8869,9083
MYCTH_74764,1407,2373,2114,4197,5567,4755,9378,9108,9890
MYCTH_2112712,26,39,34,30,35,16,60,53,49
MYCTH_2310137,315,510,450,1006,1358,1118,1651,1651,1832
MYCTH_2310138,147,218,197,437,645,524,1255,1182,1220
MYCTH_2310143,80,159,151,556,643,489,529,548,638
MYCTH_2310145,250,345,267,9226,13144,10860,12598,10689,12502
MYCTH_2112717,7,9,10,12,19,14,13,9,9
MYCTH_2129802,0,3,0,6,4,5,11,14,11
MYCTH_t167,0,0,2,0,2,1,0,0,0
MYCTH_t178,12,25,16,12,13,22,33,18,9
MYCTH_2310148,126,134,157,182,216,177,177,202,236
MYCTH_2310149,67,116,127,88,110,96,107,113,125
MYCTH_2310154,707,1146,1103,2796,2991,2476,3022,3224,3777
MYCTH_2310160,65,97,85,442,604,344,311,507,482
MYCTH_2069574,604,1117,1033,845,892,834,905,1038,1120
MYCTH_2310162,1769,2818,2159,5762,7514,5376,8591,8313,8819
MYCTH_105286,2239,3802,3322,9451,12181,10985,13000,11804,13927
MYCTH_2310167,382,624,570,708,1058,852,1307,1178,1359
MYCTH_2316205,3981,6249,6123,22087,23513,18957,17834,18724,19675
MYCTH_2310172,836,1074,1032,4600,6446,5389,6649,6585,7601
MYCTH_113387,224,351,346,209,196,155,160,111,239
MYCTH_2310174,8435,13450,12156,35311,49702,39137,38637,43370,40685
MYCTH_2310181,583,868,760,590,779,708,671,713,564
MYCTH_2310183,675,1031,699,4293,6444,5848,3972,4588,4818
MYCTH_2316209,2586,4248,3481,13643,16215,12236,16503,17261,18072
MYCTH_2310189,765,1113,823,4404,5926,4623,7398,7326,8657
MYCTH_2310192,395,552,569,255,490,521,953,991,1065
MYCTH_2310196,1847,3200,3124,6346,8416,6535,8173,7754,8137
MYCTH_2310200,243,364,322,166,206,217,179,209,212
MYCTH_2310201,1054,1615,1593,1634,2145,1985,3762,3633,4097
MYCTH_2310203,1242,1898,1761,5440,6352,5393,7079,7960,8238
MYCTH_29375,286,466,369,2084,3133,2456,3702,4097,4039
MYCTH_2310208,222,412,371,539,671,427,1162,1193,1162
MYCTH_2310212,175,335,258,395,479,402,328,469,471
MYCTH_2310216,1073,1699,1629,1866,2618,2160,2953,3209,2980
MYCTH_2310217,2572,4267,4342,6331,8209,7027,13748,13455,15147
MYCTH_2039818,11938,19364,19234,20861,26096,21415,26173,26496,27864
MYCTH_2310220,636,940,990,848,1081,956,1185,1067,1252
MYCTH_2310222,203,282,195,4986,6821,5440,5544,5514,6340
MYCTH_2069203,1000,1640,1634,2004,2905,2363,2445,2724,2563
MYCTH_2310225,72,126,102,1891,2287,1753,2837,3027,3267
MYCTH_2310226,219,366,320,1294,1420,1103,1930,2071,2213
MYCTH_2310228,5915,9851,9582,7960,10290,7939,35076,37714,40255
MYCTH_2310232,5569,9022,8133,9040,12148,9128,39238,42472,45094
MYCTH_2310234,339,568,580,688,775,658,563,800,837
MYCTH_109897,797,1362,1225,1367,1758,1546,1877,2381,2412
MYCTH_2310240,574,779,779,1238,1825,1487,2501,2565,2615
MYCTH_2310241,85,77,99,240,306,190,1357,1640,1591
MYCTH_2310243,46,75,23,2,6,8,13,34,11
MYCTH_2316220,1030,1893,1779,1608,1931,1646,2199,2056,2162
MYCTH_2310246,1326,2118,1806,3802,4912,3833,2831,2938,3096
MYCTH_90226,52,75,77,69,101,55,104,63,97
MYCTH_2070221,18,10,10,20,13,10,14,19,19
MYCTH_2129842,2,0,2,0,0,0,0,2,0
MYCTH_2129843,6,1,0,0,0,0,4,2,12
MYCTH_2310248,337,531,463,3086,4087,2641,4331,4611,4801
MYCTH_2140504,83,177,117,1073,863,708,393,423,587
MYCTH_2310250,2798,4553,4523,3771,4678,3873,3938,3851,4247
MYCTH_2310252,3233,5525,5191,4368,5571,4289,4897,4421,5003
MYCTH_2310254,296,482,448,1435,2068,1828,1847,1898,2008
MYCTH_2310255,214,321,286,689,945,841,2084,1997,2305
MYCTH_2310258,591,959,868,1078,1648,1376,3118,3220,3283
MYCTH_98157,44,32,56,768,1072,919,233,185,258
MYCTH_2310262,31,49,23,37,58,72,15,15,25
MYCTH_2310263,136,194,213,452,543,445,188,260,343
MYCTH_2135569,597,886,805,6446,7589,6247,8870,8229,9241
MYCTH_2069347,251,361,409,433,575,532,496,562,627
MYCTH_2310269,5048,9126,8362,11421,14017,12926,19073,19543,20993
MYCTH_2310270,345,727,656,1461,1737,1448,2145,1874,2346
MYCTH_2096246,1146,1889,1913,2896,3764,3304,5623,5815,6391
MYCTH_2310272,270,412,442,522,742,572,881,973,943
MYCTH_2310273,321,517,516,545,546,497,1542,1766,1676
MYCTH_2310276,8,11,8,34,25,16,37,51,46
MYCTH_2112769,2,0,1,6,4,0,5,2,4
MYCTH_2310277,143,212,248,249,254,184,141,225,228
MYCTH_2310279,3,6,2,18,8,2,54,32,18
MYCTH_40175,1,0,1,0,0,0,0,2,0
MYCTH_2068637,3,2,10,10,5,12,14,8,22
MYCTH_2068961,11,11,16,28,48,15,22,17,15
MYCTH_2310287,81,137,152,157,178,159,170,150,125
MYCTH_2069178,21,27,30,90,83,67,29,59,44
MYCTH_2310289,51,92,70,630,886,600,533,617,591
MYCTH_2112775,107,160,161,279,288,287,1816,2062,2103
MYCTH_2310298,1345,2194,2017,8160,9665,6639,14132,14303,13687
MYCTH_2310300,3928,6319,6349,10031,12677,10101,15919,14992,16790
MYCTH_2310303,1006,1529,1526,4287,5754,4834,6117,5935,6785
MYCTH_2310306,809,1354,1297,2550,3204,2654,2175,2482,2700
MYCTH_2070469,10,34,15,20,16,29,45,198,22
MYCTH_2310316,325,497,495,2364,3192,2373,2198,1966,2149
MYCTH_2129884,0,0,4,13,0,0,0,2,2
MYCTH_2310317,79,98,135,292,329,222,552,709,637
MYCTH_2310320,421,597,737,1091,1114,920,542,682,666
MYCTH_2310321,451,660,709,1286,1691,1220,2365,2478,2735
MYCTH_2310322,82,138,130,75,133,70,71,60,83
MYCTH_2310324,326,465,436,929,1280,1005,1685,1803,1952
MYCTH_2129891,0,4,4,46,32,36,38,42,19
MYCTH_39035,46,61,71,49,52,37,40,41,50
MYCTH_t168,6,3,4,4,3,5,5,4,1
MYCTH_90182,8,12,18,632,932,744,44,75,71
MYCTH_2310333,319,476,400,4722,6325,5188,8313,8854,9439
MYCTH_60685,932,1569,1506,21055,29777,24700,29929,30529,32810
MYCTH_2310338,627,1008,865,3287,4127,3630,4248,4072,4614
MYCTH_2310340,2099,3529,3476,5225,6620,5376,4497,4158,4894
MYCTH_2310341,1673,2980,2630,6748,8454,6810,7247,7380,7965
MYCTH_109876,2551,4418,4312,3045,3760,3145,3933,3767,4018
MYCTH_2316240,27757,47723,51299,98127,120695,94525,136765,137048,153408
MYCTH_2140529,1796,2868,2698,5183,5824,4694,5190,5503,5513
MYCTH_2112795,5,15,10,23,26,11,19,24,0
MYCTH_2120747,290,471,374,363,525,533,476,410,498
MYCTH_2120748,35,67,74,81,120,107,171,329,278
MYCTH_2140530,2521,4268,4203,8335,10707,8535,10804,11394,11590
MYCTH_2112799,15,27,32,652,842,730,604,814,885
MYCTH_2310362,818,1244,1414,1226,1451,1301,1922,2165,2463
MYCTH_2112801,0,0,0,5,12,6,1,8,2
MYCTH_2310363,496,897,818,963,1284,962,1215,1302,1447
MYCTH_2120753,163,238,225,247,353,298,338,323,436
MYCTH_60661,484,877,769,810,943,880,2559,2451,3017
MYCTH_2096307,986,1615,1487,1756,2246,2172,2671,2828,3029
MYCTH_2140533,724,1203,1177,1425,1795,1395,222,214,266
MYCTH_2310379,2210,3598,3710,1885,2376,1898,585,662,643
MYCTH_109870,10479,17715,16609,10916,14112,11874,10198,10067,11681
MYCTH_2096317,2140,3538,3309,2081,2616,2182,644,779,868
MYCTH_2316248,3524,6165,6109,3860,5206,4096,3087,2831,3231
MYCTH_2316249,4154,6829,6466,3543,4538,4216,810,791,1046
MYCTH_2310391,118,182,150,198,344,285,74,114,81
MYCTH_74601,687,1220,1074,446,632,437,84,78,98
MYCTH_2310392,1932,2989,3470,757,1025,807,342,393,400
MYCTH_2310394,1764,2959,2817,9189,11102,9286,7977,7324,8189
MYCTH_2310396,524,806,855,1210,1849,1416,1231,1286,1419
MYCTH_2069072,2,1,5,27,26,21,276,522,21
MYCTH_2135602,130,197,196,88,108,93,73,95,82
MYCTH_2310402,653,815,934,1995,2659,2151,2301,2070,2648
MYCTH_2310404,694,1098,1113,814,1023,888,1046,1056,1232
MYCTH_2070109,52,96,91,51,73,93,83,64,109
MYCTH_2310405,229,364,317,546,791,621,738,783,805
MYCTH_2310406,412,712,616,432,772,554,611,550,566
MYCTH_2120773,73,98,87,219,260,281,198,197,221
MYCTH_2310408,180,277,256,233,327,317,235,224,282
MYCTH_2310410,1244,2204,1956,14087,19718,14370,15375,14794,16171
MYCTH_98107,595,878,929,2658,4020,3067,2681,2528,2987
MYCTH_60632,4555,7326,7802,22718,29062,24353,14998,15404,17281
MYCTH_2310419,589,988,929,1217,1492,1189,1399,1406,1573
MYCTH_2310421,130,205,190,277,426,294,345,326,381
MYCTH_2310422,1072,1746,1694,1303,1760,1402,1843,1737,1810
MYCTH_2310428,1007,1748,1650,3558,4486,3677,6140,6516,6571
MYCTH_98099,1162,1795,1570,9823,12850,10053,12528,11286,13154
MYCTH_2310435,2009,3380,3086,11363,14424,12211,7643,6974,7903
MYCTH_2096341,2062,3684,3480,3856,4603,4071,6368,6781,7528
MYCTH_2310437,2277,3958,3511,3731,4605,3959,5917,5348,5899
MYCTH_2310439,1897,3140,2946,7117,10123,8407,11383,10012,11652
MYCTH_2120781,457,640,696,657,875,796,1496,1602,1575
MYCTH_t177,5,1,1,2,1,1,4,5,5
MYCTH_74573,558,988,761,327,337,337,404,406,413
MYCTH_2316262,4316,6963,6528,15390,20574,15842,15865,16216,17667
MYCTH_2310453,676,1266,1110,2917,3577,3033,2571,2935,2829
MYCTH_2310455,127,168,204,322,421,342,280,281,315
MYCTH_2310457,43,25,45,93,158,110,135,156,190
MYCTH_2310459,134,284,198,71,133,102,156,156,186
MYCTH_2310460,277,474,379,557,736,601,641,670,681
MYCTH_2310461,66,77,86,124,183,114,48,64,57
MYCTH_t169,2,3,2,10,21,18,21,38,13
MYCTH_2310462,18459,32217,30777,24048,29764,23854,20524,20300,21749
MYCTH_2310464,25373,42776,46125,12277,16695,14108,7671,7868,8868
MYCTH_2310466,685,1189,1067,1419,1747,1541,1717,1720,1725
MYCTH_2310467,199,300,228,872,1070,1037,982,884,1017
MYCTH_2310469,432,670,557,847,1198,970,1435,1197,1352
MYCTH_2310470,199,336,399,712,778,492,355,409,421
MYCTH_2310471,651,1004,890,3694,4613,3786,3911,3630,4225
MYCTH_2068390,1,4,0,0,2,3,1,1,0
MYCTH_38980,9,41,29,66,59,52,101,72,64
MYCTH_98083,19,31,49,17,44,39,40,25,35
MYCTH_2310474,291,435,407,163,230,225,190,163,186
MYCTH_2129970,0,0,4,0,0,2,0,0,0
MYCTH_2310477,401,753,576,843,1319,1220,1027,1140,1336
MYCTH_2310483,1295,2329,1907,2178,2807,2459,3702,3292,3919
MYCTH_2310488,1945,3522,3230,5380,7115,6089,4680,4168,4504
MYCTH_2135627,984,1542,1578,4392,6130,5260,7396,7237,8141
MYCTH_2310492,1696,2932,2718,8070,10177,8663,5215,5303,5711
MYCTH_37869,57,56,79,1184,1601,1476,2043,1936,2279
MYCTH_2310501,1,5,5,5,35,7,14,14,6
MYCTH_2310503,716,1099,999,2892,4468,3800,4103,3851,4265
MYCTH_2068800,310,434,399,330,526,438,646,724,772
MYCTH_2310505,1577,2519,2614,7433,9461,7634,9085,8560,9618
MYCTH_2310508,722,1133,1214,1507,2200,1770,2036,2225,2273
MYCTH_2070514,10,9,27,14,29,17,4,15,5
MYCTH_2310511,107,234,182,173,299,279,327,242,282
MYCTH_2310513,478,661,503,2245,2773,2191,2359,2241,2358
MYCTH_2310516,584,989,896,3627,4078,3509,4260,4219,4753
MYCTH_105197,1317,2107,2037,3205,2937,2140,4200,4702,6353
MYCTH_2310518,953,1533,1614,3354,3929,3066,5608,5614,5883
MYCTH_2310521,7775,13000,12425,7243,9151,7758,9618,9633,10368
MYCTH_2310525,304,515,521,501,648,577,363,489,545
MYCTH_2310527,831,1398,1597,1391,1727,1430,1483,1558,1914
MYCTH_60726,692,1102,1150,857,1108,976,1245,1161,1202
MYCTH_2069029,38,130,1376,38,111,42,400,710,46
MYCTH_2129999,0,0,0,0,0,0,0,0,0
MYCTH_90104,24,45,46,12,17,9,5,4,0
MYCTH_2310539,786,1335,1075,641,841,611,1822,1977,2124
MYCTH_2310541,910,1519,1338,1904,2321,2040,2538,2571,2652
MYCTH_2310543,786,1197,1057,3171,4386,4020,3533,3226,3843
MYCTH_2310546,597,972,717,7569,10389,7911,9306,8391,9822
MYCTH_74504,481,720,735,1138,1625,1402,2145,1768,2038
MYCTH_37941,71,125,98,126,116,83,80,132,126
MYCTH_2310547,139,311,323,276,335,366,432,332,425
MYCTH_2310549,50,81,69,358,469,327,432,355,468
MYCTH_90096,0,8,5,4,1,0,0,0,0
MYCTH_60517,1685,3050,3108,2112,2379,2141,2180,1914,2358
MYCTH_2310551,4155,7036,6594,3792,4788,4766,4063,4270,4366
MYCTH_2310556,2992,5268,4563,12086,16741,13661,10623,9924,11603
MYCTH_t170,0,4,0,5,3,0,1,0,0
MYCTH_60509,2689,4080,3706,4575,5698,4767,1095,905,1043
MYCTH_2310561,7,24,18,5,23,10,5,7,7
MYCTH_2310562,559,921,858,1272,1836,1611,2363,2064,2627
MYCTH_2069697,9,22,6,2,5,0,10,0,8
MYCTH_2310565,667,1148,1066,2358,3141,2428,3250,3401,3384
MYCTH_2310567,378,617,629,774,1164,1139,1528,1491,1567
MYCTH_74487,962,1712,1432,5911,7180,5885,7184,6942,7846
MYCTH_2140577,224,419,390,892,970,822,836,868,898
MYCTH_2096434,957,1521,1415,4009,5609,4596,7447,6777,7576
MYCTH_2310585,21,25,15,43,39,56,24,26,17
MYCTH_2310586,525,842,785,3348,4303,3783,1814,1798,2061
MYCTH_2310587,0,0,0,2,0,0,0,0,0
MYCTH_2310588,2,0,4,5,1,0,2,0,1
MYCTH_2112885,2,19,16,39,84,41,13,32,17
MYCTH_2130022,202,348,340,199,266,260,431,423,343
MYCTH_2310589,92,99,93,319,410,375,512,573,582
MYCTH_2310592,200,370,316,628,873,727,1056,1114,1128
MYCTH_2310595,371,468,439,238,331,261,271,330,278
MYCTH_2310597,553,876,858,2148,2808,2368,2040,2151,2524
MYCTH_2310599,587,917,990,1606,2180,1592,2365,2174,2673
MYCTH_2316294,6592,11479,10577,27342,35134,30062,63567,62961,69996
MYCTH_2310607,904,1389,1232,1820,2391,2143,2761,2637,2873
MYCTH_2310609,100,185,226,148,143,145,197,236,231
MYCTH_90076,1,2,0,0,4,0,6,4,0
MYCTH_36460,6,11,27,1,2,5,10,0,1
MYCTH_2310610,767,1243,1398,199,169,133,215,215,185
MYCTH_2310612,1316,2110,1674,3490,4363,3617,4560,4813,5546
MYCTH_74462,156,238,235,1640,2058,1724,278,237,276
MYCTH_2310616,1585,2480,2309,6341,8385,7211,4268,3936,4434
MYCTH_2310620,1114,1690,1493,2106,2999,2757,2761,2568,2957
MYCTH_t176,0,4,4,0,0,0,7,2,2
MYCTH_2310623,1209,1850,1689,2179,2578,2197,2981,3360,3353
MYCTH_2316301,3084,4973,4162,9951,12496,10207,15602,16581,16405
MYCTH_37947,543,1031,923,2552,3566,2560,2629,2739,3013
MYCTH_2310626,15,40,33,25,57,35,37,14,47
MYCTH_2310628,462,802,810,1162,1585,1329,1198,1311,1329
MYCTH_2310631,98,198,177,25,30,27,19,20,14
MYCTH_2310632,611,980,908,481,773,553,1011,978,967
MYCTH_74446,394,681,638,592,737,795,596,561,687
MYCTH_2069839,366,737,747,155,183,123,101,127,158
MYCTH_109821,1847,3178,3076,19644,25020,21641,3338,3829,4132
MYCTH_2310644,1835,2640,2495,4412,6314,5098,9714,9044,10168
MYCTH_2310645,1981,3315,3285,2291,3238,3031,7155,6974,7845
MYCTH_2120853,859,1512,1385,1252,1569,1442,1711,1568,1877
MYCTH_2120854,708,1170,1136,2489,3287,2716,2709,2419,2808
MYCTH_109817,807,1266,1152,3571,4391,3723,3475,3163,3151
MYCTH_2310650,3322,5806,5355,403,601,456,501,634,571
MYCTH_2310652,466,656,528,1525,2111,1733,2207,2197,2394
MYCTH_2310653,381,659,635,2252,2452,2051,2230,2287,2627
MYCTH_2310655,302,427,339,833,829,725,828,943,1054
MYCTH_105157,1230,1844,1553,5292,7060,5905,9850,11412,11553
MYCTH_2310659,230,350,304,349,481,372,984,1016,1099
MYCTH_2310660,668,1268,1286,1166,1438,1214,3012,3477,3581
MYCTH_2112920,35,69,52,86,121,86,167,144,120
MYCTH_2310662,725,1228,1220,1171,1247,1074,1254,1513,1574
MYCTH_2310664,656,1166,938,1502,1991,1615,2369,2311,2384
MYCTH_2310667,3075,5225,5032,9916,13294,11389,8956,8611,9838
MYCTH_2310671,3186,5207,5111,7186,9431,7765,9730,9226,10408
MYCTH_2310672,105,195,205,14700,19230,15023,1759,2013,1993
MYCTH_2310676,915,1410,1454,4389,4465,3651,4487,4735,5514
MYCTH_2310678,2628,4327,4154,9394,11373,9217,7812,7765,8377
MYCTH_2310682,63,66,60,268,243,185,345,387,378
MYCTH_2310684,59,89,87,60,70,61,103,118,159
MYCTH_2310685,224,364,326,685,998,887,1381,1342,1688
MYCTH_74402,13,31,9,1081,1493,1047,85,124,101
MYCTH_98003,14,42,24,72978,94681,76725,260,306,323
MYCTH_90035,2,1,4,5,5,2,0,0,5
MYCTH_2310691,0,3,1,13,25,26,1,0,6
MYCTH_98002,12,31,35,16,12,18,15,6,19
MYCTH_2316317,115,219,232,409,517,449,245,264,317
MYCTH_37469,13,30,21,13,14,19,6,14,25
MYCTH_98000,4,0,0,4,14,1,8,4,1
MYCTH_2112936,2,1,1,9,13,8,8,3,5
MYCTH_2310696,258,483,437,803,1049,795,1013,889,1112
MYCTH_2130079,42,29,43,10,29,39,32,24,45
MYCTH_2140615,921,1493,1430,2328,3002,2589,2837,3234,3065
MYCTH_2069363,0,0,0,0,0,0,0,0,0
MYCTH_2112941,19,34,39,61,55,57,36,38,50
MYCTH_2310703,952,1637,1650,892,1179,967,305,329,317
MYCTH_60397,3143,4893,4788,31486,40677,33678,25089,25531,27250
MYCTH_2310708,534,989,828,1029,1305,1210,2045,1997,2223
MYCTH_2096529,1224,1892,1814,2946,3903,3086,5459,5515,6330
MYCTH_2310716,362,706,476,1548,1569,1277,1684,1737,1716
MYCTH_113239,1796,2810,2900,3245,4091,3565,3965,3851,4160
MYCTH_37799,136,192,226,1046,1181,1077,1033,1086,1115
MYCTH_113236,612,1193,1052,5045,6246,5145,3365,3271,3371
MYCTH_74373,2040,3505,3274,5392,7560,6250,8737,8518,9278
MYCTH_74371,493,761,643,2557,3364,2721,3083,3016,3242
MYCTH_2316331,1205,1956,1839,2392,3435,2752,2865,2780,3075
MYCTH_2310733,1641,2585,2230,5696,6814,5493,8289,8054,9113
MYCTH_109795,5964,10179,9497,7516,9431,8257,7169,7344,7754
MYCTH_2310736,412,767,606,1901,2485,1962,1965,1962,2012
MYCTH_2310737,705,1144,1021,855,1126,1152,1459,1358,1443
MYCTH_2316337,23518,39641,36729,33342,43050,35274,59127,54160,60910
MYCTH_2112958,555,827,873,2926,3725,3024,2487,2633,2863
MYCTH_2310743,441,703,620,2887,3839,3094,2764,2775,2976
MYCTH_2130105,0,2,1,4,0,0,0,0,0
MYCTH_105130,1647,2724,2940,2505,3086,2335,2541,2465,2459
MYCTH_60350,0,0,0,0,0,0,0,0,0
MYCTH_109790,825,1126,1149,131,195,130,524,566,562
MYCTH_105128,1488,2258,2130,2800,3530,3003,413,509,412
MYCTH_t175,8,11,17,10,15,17,3,4,5
MYCTH_2083946,716,1106,1091,3630,5206,3747,4629,4959,4675
MYCTH_2310754,848,1334,1333,5033,6524,5530,6747,6638,6901
MYCTH_97974,815,1299,1081,4714,6173,4847,5842,5902,6593
MYCTH_2310757,166,251,282,539,684,527,373,598,539
MYCTH_2130123,31,61,50,25,33,23,67,93,84
MYCTH_2310758,14,41,35,9,16,13,44,28,57
MYCTH_2310759,27,73,47,12,20,10,39,22,38
MYCTH_89999,13,22,21,10,16,18,10,14,10
MYCTH_2130127,15,8,18,15,11,37,22,26,18
MYCTH_2310760,178,325,303,147,164,181,177,155,233
MYCTH_2310762,311,581,594,982,1355,1158,1338,1217,1354
MYCTH_2310763,138,216,208,156,160,138,152,158,172
MYCTH_2130131,1,3,1,3,0,0,2,4,0
MYCTH_2130132,0,0,0,2,0,0,0,0,0
MYCTH_2130133,42,69,43,33,40,45,30,40,22
MYCTH_2130134,6,19,10,0,3,6,19,29,17
MYCTH_2070048,0,0,0,0,0,0,0,0,0
MYCTH_89991,0,0,0,0,0,0,0,0,0
MYCTH_2310765,12,14,17,61,83,55,49,73,84
MYCTH_2310767,6,17,11,10,10,7,24,14,13
MYCTH_2120908,0,0,0,0,0,0,0,0,0
MYCTH_2130137,0,0,0,0,0,0,0,0,0
MYCTH_2310768,2643,4532,4065,5045,5742,5370,4184,3836,4108
MYCTH_2130140,2,3,4,0,0,2,0,0,0
MYCTH_2310772,278,470,495,423,585,525,670,805,718
MYCTH_89984,3,2,1,0,4,2,2,11,2
MYCTH_2135707,4,11,2,3,15,0,4,21,34
MYCTH_2310773,72,82,104,117,186,147,399,294,431
MYCTH_2120909,6,27,11,9,10,12,27,38,51
MYCTH_89981,0,3,3,0,0,0,0,1,10
MYCTH_2112984,1,10,3,10,2,6,4,6,2
MYCTH_2310778,27,34,5,250,287,248,441,546,560
MYCTH_2120910,7,9,11,5,1,8,3,6,14
MYCTH_2069148,0,0,0,0,0,0,0,0,0
MYCTH_89976,17,23,29,14,8,17,8,4,11
MYCTH_2310780,1,3,0,6,7,10,2,12,14
