Geneid,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,T1_1,T1_2,T1_3,T2_1,T2_2,T2_3
MYCTH_2299645,16.71,16.87,17.36,19.97,22.31,21.64,11.66,11.22,13.06,15.04,14.71,15.54
MYCTH_2299648,10.52,10.31,10.09,9.87,8.61,9.56,6.32,6.63,6.71,7.79,5.97,6.7
MYCTH_2314321,563.27,534.15,546.59,510.32,506.43,524.93,716.49,725.96,721.65,730.87,674.4,671.45
MYCTH_112850,35.04,32.99,33.08,49.42,53.33,55.79,16.48,16,17.21,24.8,26.94,24.68
MYCTH_2299655,71.55,75.71,68.65,82.71,75.66,78.1,54.88,58.82,54.2,73,69.03,74.41
MYCTH_2299657,20.26,22.18,19.71,38.55,39.48,43.56,15.33,12.43,23.21,36.08,37.6,36.77
MYCTH_109533,9.8,9.74,10.12,27.84,28.14,30.08,5.46,3.91,8.82,11.72,12.22,10.94
MYCTH_2299664,271.01,286.94,272.6,345.03,357.16,358.9,203.89,193.52,252.76,217.34,224.66,216.32
MYCTH_109530,85.21,89.66,81.89,95.47,94.42,95.85,60.33,54.2,66.32,57.6,57.75,61.53
MYCTH_2314329,4.24,3.36,3.88,16.95,20.55,11.8,2.54,1.61,3.42,9.18,6.23,6.65
MYCTH_2051168,0.57,0.59,0.5,1.2,0.85,1.78,0.46,0.41,0.46,0.32,0.62,0.43
MYCTH_97404,0.12,0.1,0.09,0.68,0.32,0.43,0.23,0.08,0.07,0.25,0.25,0.18
MYCTH_2299676,67.91,72.32,70.95,133.36,127.3,132.3,41.19,43.42,43.79,66.42,65.88,72.25
MYCTH_2299680,94.54,93.63,92.97,76.67,76.62,77.8,73.28,77.61,78.77,61.19,62.89,61.97
MYCTH_2299683,41.27,44.85,45.78,90.15,87.3,84.27,34.71,36.02,42.04,56.44,60.93,56.86
MYCTH_2299686,4.39,3.45,3.85,5.7,6.79,6.72,2.93,2.49,2.82,3.68,3.98,2.87
MYCTH_2299692,6.43,5.07,7.32,12.3,12.42,13.67,4.02,4.2,5.48,6.11,6.72,5.7
MYCTH_2299695,8.55,8.47,9.49,18.23,18.31,19.75,5.21,4.34,6.64,10,8.99,9.64
MYCTH_2049580,17.13,22.43,15.6,33.98,35.87,40.24,9.79,10.85,9.42,19.03,16.1,17.91
MYCTH_2299698,40.19,46.54,40.15,34.84,32.88,32.73,35.47,34.07,32.81,31.66,29.89,30.63
MYCTH_2087011,12.49,13.51,13.82,17.33,15.86,17.4,9.27,8.97,11.8,10.92,11.36,12.58
MYCTH_2052657,0.07,0.2,0.21,0.56,0.34,0.44,0.12,0.11,0.1,0.35,0.31,0.27
MYCTH_2074408,57.08,54.55,55.88,100.7,99.76,94.63,60.83,58.4,62.65,86.3,89.31,87.63
MYCTH_2314338,41.91,42.11,37.55,39.18,38.26,38.64,33,31.57,30.55,28.43,27.21,30.1
MYCTH_73315,4.62,5.02,4.81,12.64,14.45,16.88,3.04,1.79,4.65,3.87,4.81,4.47
MYCTH_2314342,61.54,69.25,63.97,57.22,61.36,63.12,52.09,51.75,57.52,43.86,43.96,50.55
MYCTH_t21,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_40111,1.48,1.65,2.33,18.74,20.1,20.62,2.06,0.96,3.12,15.42,17.71,12.88
MYCTH_2299715,17.79,16.63,17.3,23.32,22.74,22.3,15.07,8.71,19.23,21.29,21.12,21.21
MYCTH_2299718,43.77,42.49,47.57,39.17,38.8,39.78,41.75,39.67,40.14,34.75,38.23,36.12
MYCTH_2299719,17.68,16.42,16.42,40.28,37.62,34.76,11.55,12.62,16.82,22.66,20.22,22.2
MYCTH_2299721,0.89,1.02,0.55,1.81,2.47,1.91,2.7,1.16,46.95,2.36,1.75,1.96
MYCTH_2299723,58.19,65.45,68.63,60.05,59.08,64.99,74.11,55.2,44.12,23.87,21.82,27.21
MYCTH_2052313,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2124607,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2049971,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_112826,7.6,6.15,6.93,11.52,10.8,11.49,3.65,4.09,3.24,6.36,5.77,6.91
MYCTH_85902,27.79,30.87,26.4,10.03,14.46,15.66,28.37,12.99,36.21,48.01,39.16,61.46
MYCTH_112824,1.05,0.8,1.19,1.45,1.36,0.59,1.02,0.67,1.23,1.54,1.82,1.22
MYCTH_2299731,0.82,0.55,0.67,0.99,0.81,0.62,0.25,0,0.26,0.08,0.15,0.27
MYCTH_97378,6.51,6.38,5.75,16.67,17.27,15.86,2.91,4.04,3.37,7.41,6.76,7.36
MYCTH_2299733,0.73,1.09,1.14,0.92,1.3,1.18,1.22,0.42,1.74,1.05,0.81,0.78
MYCTH_2050467,0,0,0.07,0,0,0,0,0.19,0.07,0,0.19,0.04
MYCTH_2050561,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_109510,4574.48,5170.7,6575.44,766.4,507.56,418.12,3164.5,2141,1616.99,9815.34,9142.11,9621.05
MYCTH_2054970,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2299735,19.08,19.33,20.57,32.97,30.26,31.77,12.16,12.55,10.59,21.21,21.77,21.08
MYCTH_2054820,0,0,0,0.03,0.08,0.34,0.1,0.05,0,0,0,0.05
MYCTH_2299736,1.09,1,0.91,3.49,3.14,3.49,1.16,0.95,1.11,1.86,1.38,0.94
MYCTH_89343,1.36,1.04,1.07,7.25,7.73,5.74,1.35,1.07,0.21,4.85,4.02,2.86
MYCTH_2116377,0,0,0,0.02,0.12,0,0,0,0,0.02,0.01,0.04
MYCTH_36441,0,0,0,0,0.31,0.25,0,0,0,0,0.23,0
MYCTH_2299739,3.54,3.26,3.84,5.75,6.27,4.93,6.61,6.88,6.41,4.94,5.03,4.35
MYCTH_2116379,5.23,5.05,5.19,6.13,5.86,6.66,2.55,2.08,2.93,4.33,3.67,4.31
MYCTH_2299742,28.79,32.15,27.99,35.45,37.9,42.71,22.63,19.69,24.31,24.18,25.13,26.94
MYCTH_2299743,10.06,12.94,9.73,17.31,16.76,18.67,7.35,5.7,9,10.47,10.06,10.57
MYCTH_2299745,9.51,9.07,9.9,17.65,21.21,19.95,5.99,5.41,7.04,8.5,7.57,7.91
MYCTH_2299749,18.45,17.82,18.64,38.75,42,43.24,12.6,10.23,14.31,22.6,20.86,21.66
MYCTH_2299753,9.62,6.69,8.1,13.95,14.57,13.78,3.99,3.64,6.06,6.48,7.25,7.18
MYCTH_2299757,376.65,365.46,356.2,273.63,287.43,272.85,200.33,185.56,169.66,197.89,185.1,192.21
MYCTH_97365,49.94,49.94,50.99,91.42,90.67,88.47,56.06,59.84,53.1,67.51,70.54,72.31
MYCTH_39133,3.53,2.57,3.19,49.31,45.48,45.18,6.21,4.49,8.47,33.83,32.61,27.68
MYCTH_112815,0.18,0.25,0.29,1.02,1.53,1,0.52,0.14,0.72,1.31,0.83,0.61
MYCTH_104726,0,0.03,0.03,0.44,0.21,0.24,0,0.22,0.06,0.27,0.19,0.16
MYCTH_2053430,2.59,2.28,1.81,3.29,3.08,2.68,2.03,2.52,2.55,2.19,1.96,2.57
MYCTH_2108297,0.73,0.55,0.21,0.9,1.35,0.91,0.62,0.05,0.52,0.77,0.52,0.4
MYCTH_2116402,0.14,0.17,0.11,0.76,0.81,0.83,0.12,0.05,0.06,0.56,0.32,0.33
MYCTH_73270,10.4,10.36,10.91,28.64,28.96,30.57,7.92,4.87,6.01,14.42,14.53,16.08
MYCTH_89324,1.43,2.15,0.88,5.85,3.9,3.67,1.41,1.17,1.54,1.74,2.49,1.87
MYCTH_2299772,62.78,61.17,68.45,60.29,53.39,51.89,102.13,105.95,99.12,61.41,61.12,62.54
MYCTH_2299773,9.91,10.09,10.18,17.44,18.74,17.51,7.4,7.15,7.97,7.88,9.84,9.15
MYCTH_2299779,11.33,13.54,10.84,21.78,24.64,24.47,9.58,7.2,12.32,12.07,13.01,14.28
MYCTH_2299780,17.51,15.82,14.55,41.12,48.45,49.02,15.16,12.65,18.66,31.74,31.96,35.68
MYCTH_89319,4.43,5.17,6.5,6.6,6.13,6.46,2.82,2.22,2.5,3.99,3.51,4.9
MYCTH_2124653,0.16,0.5,0.15,0.86,0.74,0.68,0.25,0.08,0.21,0.52,0.16,0.14
MYCTH_2299783,5.77,7.27,5.54,12.95,15.18,16.42,4.81,4.33,4.62,6.75,8.62,7.07
MYCTH_2051955,0.22,0,0,0,0.35,0.21,0,0,0.11,0,0.34,0.06
MYCTH_2052727,0,0,0,0.03,0.08,0.06,0,0.04,0.03,0,0,0.07
MYCTH_2116408,0,0.06,0.06,0.06,0.01,0.08,0,0,0.34,0.03,0.03,0
MYCTH_40734,4.61,3.43,3.64,22.92,27.07,23.95,2.24,0.64,2.9,6.15,5.69,6.6
MYCTH_112805,1.58,1.41,1.82,24.59,24.49,22.36,0.74,0.26,2.28,6.17,5.63,4.53
MYCTH_104717,3.43,3.07,3.85,20.12,20.84,18.26,2.04,1.17,1.91,5.37,5.46,5.48
MYCTH_59137,8.7,10.16,9.21,42.43,40.49,41.32,4.26,2.59,7.52,9.63,9.17,10.02
MYCTH_112802,7.85,7.15,7.91,41.56,41.73,42.8,3.46,2.41,6.09,10.21,9.23,9.17
MYCTH_109499,5.65,5.32,4.91,50.4,56.11,56.43,1.58,1.36,4.19,14.2,12.41,12.15
MYCTH_2299794,42.58,42.58,43.32,47.08,50.83,50.25,22.71,16.56,21.85,28.16,30.33,24.95
MYCTH_t22,0.29,1.85,1.41,1.16,0,1.39,0,0.91,0,0,1.01,1.81
MYCTH_97342,0.16,0.37,0.04,0.27,0.29,0.43,0.14,0.17,0.77,0.37,0.14,0.21
MYCTH_2087100,54.45,56.06,57.63,66.48,60.7,59.4,33.65,34.55,33.55,43.02,41.1,40.09
MYCTH_2299804,1.48,0.82,1.64,1.18,1.99,1.91,1.1,1.27,1.31,1.52,1.83,1.39
MYCTH_2299806,0.23,0.27,0.19,0.52,0.58,0.24,0.59,0.38,0.73,0.52,0.61,0.47
MYCTH_73236,0.04,0.08,0.03,0.07,0.05,0.03,0.02,0.04,0.03,0.03,0.03,0.04
MYCTH_2299819,19.24,18.48,18.87,35.29,33.75,34.91,18.07,21.36,27.19,24.83,28.8,24.51
MYCTH_2299820,62.29,56.02,56.11,49.29,34.29,33.05,60.58,56.28,65.53,36.24,41.43,33.9
MYCTH_2137894,22.11,22.65,20.75,30.52,30.85,26.89,14.23,17.07,24.32,21.48,19.91,17.51
MYCTH_2299830,107.44,97.47,94.02,159.52,162.91,150.51,71.84,82.92,94.85,92.97,91.72,89.88
MYCTH_2124673,0,0,0,0.16,0.12,0.12,0,0.2,0,0.11,0.11,0
MYCTH_59106,55.33,49.32,65.62,33.77,23.31,23.58,47.34,48.35,37.54,32.05,43.71,34.08
MYCTH_2299837,83.86,82.12,92.02,107.85,74.18,66.32,64.08,59.82,60.16,70.88,64.65,66.76
MYCTH_2299838,2.38,1.87,2.59,3.35,4.1,5.02,0.97,0.92,1.08,2.16,1.95,2.36
MYCTH_2299840,5.61,5.94,4.99,7.74,8.99,9.45,2.82,4.06,3.72,4.03,4.21,3.63
MYCTH_2299841,7,6.99,6.8,9.01,9.7,9.19,5.83,4.55,7.05,5.37,6.43,5.22
MYCTH_2052590,0.78,1.82,1.83,2.28,2.76,2.66,1.1,1.07,1.44,1.21,1.28,1.65
MYCTH_2299842,1.45,1.43,1.04,2.54,1.94,2.73,0.46,1.04,0.97,0.89,1.26,1.66
MYCTH_2299843,0.64,0.34,0.19,0.92,0.5,0.08,0.08,0.76,0.24,0.43,0.52,0.21
MYCTH_2299844,0,0,0,0,0,0,0,0,0,0.07,0.48,0.41
MYCTH_2299846,0.33,0.13,0.58,0.06,0.15,0.15,0.51,0.16,2.09,0.29,0.16,0.2
MYCTH_2299849,2.02,2.72,1.78,4.29,4.79,5.23,1.52,1.4,1.81,2.41,2.46,3.11
MYCTH_2299851,1.17,1.32,1,2.21,2.97,2.91,0.75,0.43,0.68,0.94,1.09,0.74
MYCTH_2299852,2.58,3.15,3.5,2.4,2.11,2.27,3.61,4.9,4,1.43,2.03,1.99
MYCTH_2299854,0.06,0.1,0.1,0.03,0.12,0.03,0.03,0.02,0.09,0.11,0,0.03
MYCTH_2299856,0.45,0.38,0.58,16.23,15.85,15.5,8.18,0.29,5.28,48.97,51.13,51.23
MYCTH_2116433,0,0,0,0.06,0,0,0,0.07,0,0,0.11,0.07
MYCTH_2029285,0.36,0.35,0.82,1.05,1.5,2.02,0.72,0.48,0.49,1.45,1.18,1.12
MYCTH_38796,1.79,1.33,1.35,5.55,6.26,6.25,1.53,0.6,1.52,3.23,2.92,3.31
MYCTH_2124691,0.03,0.24,0.03,0.17,0.18,0.22,0.05,0,0.23,0.26,0.2,0.3
MYCTH_2116436,0.14,0.07,0.21,0.2,0.21,0.55,0.32,0.14,0.27,0.15,0.32,0.23
MYCTH_2142698,0,0,0.08,0.08,0.17,0.13,0.05,0.04,0.24,0.16,0.12,0.19
MYCTH_2124694,2.42,2.07,3.02,5.84,6.66,6.69,3.14,2.53,3.49,2.89,4.08,2.28
MYCTH_2299868,1.15,2.66,2.11,2.98,2.4,2.27,1.76,2.48,4.09,1.71,2.71,2.67
MYCTH_2051009,16.76,17.66,16.39,40.09,42.41,45.65,8.61,7.98,8.58,19.62,22.49,20.5
MYCTH_89278,0.15,0.29,0.18,0.71,0.68,0.56,0.06,0.19,0.15,0.41,0.19,0.45
MYCTH_2314369,8.05,10.32,7.32,32.77,23.95,19.02,6.63,5.51,7.96,15.35,11.22,11.97
MYCTH_2124700,0,0,0,0,0,0,0,0.15,0,0,0.13,0
MYCTH_59085,15.06,18.51,16.74,34.19,31.23,32.25,22.01,19.13,19.52,29.21,27.88,32.15
MYCTH_2314370,2.84,4.08,3.16,11.4,11.33,10.94,3.51,4.16,4.09,7.08,8,8.93
MYCTH_2299876,53.86,67.03,58.76,107.93,107.22,105.92,40.57,27.9,42.29,70.57,67.75,73.29
MYCTH_2299879,27.74,31.38,30.77,427.22,401.02,422.54,33.45,31.45,55.93,485.14,431.88,544.66
MYCTH_2299883,4.03,4.37,3.92,10.64,13.74,13.17,1.98,2.29,1.81,4.58,5.32,4.44
MYCTH_37570,1,0.53,0.78,50.7,51.54,56.74,1.68,0.5,3.43,23.1,20.06,25.78
MYCTH_2299886,13.91,13.84,14.96,19.34,19.77,20.42,12.44,12.59,12.75,13.7,12.96,17.06
MYCTH_2299887,25.56,26.35,24.46,45.87,45.31,47.92,21.87,22.29,18.3,40.81,38.49,32.08
MYCTH_2299888,29.25,20.33,26.31,56.38,55.24,47.7,22.74,18.09,18.84,40.76,41.08,34.82
MYCTH_2299891,2.33,2.08,3.05,11.33,11.05,10.25,1.35,0.78,2.11,2.74,5.26,5.06
MYCTH_2314374,30.28,31.73,30.04,70.41,54.13,45.9,31.58,33.52,30.63,35.54,38.07,37.06
MYCTH_97310,41.16,26.99,38.59,30.06,30.38,24.95,30.73,31.65,20.41,50.54,45.01,34.09
MYCTH_2124711,0.39,0,0,0,0.15,0,0.09,0.05,0,0,0,0.05
MYCTH_73194,42.52,39.34,40.31,222.97,230.27,239.55,14.53,15.1,16.57,51.14,49.92,45.57
MYCTH_2299900,1.88,1.59,2.16,1.26,1.12,1.62,2.47,2.41,1.31,1.65,2.86,1.79
MYCTH_2087157,35.09,39.57,36.36,52.71,56.55,53.15,31.72,23.52,28.52,33.59,40.85,37.32
MYCTH_2299903,20.54,18.44,20.56,23.11,18.8,16.97,11.31,11,10.56,26.27,24.5,25.33
MYCTH_2299904,13.22,12.71,12.91,22.93,24.95,22.54,8.47,7.75,9.19,10.98,12.94,12.07
MYCTH_2299907,281.31,285.03,290.63,492.43,468.86,452.77,216.78,229.37,223.62,374.21,344.06,329.4
MYCTH_2299910,0.82,0.55,0.69,0.59,0.39,0.45,1.33,1.26,2.13,0.47,0.37,0.68
MYCTH_2299911,0.98,0.62,1.12,3.79,2.97,3.55,0.57,0.45,1.81,1.64,1.74,1.8
MYCTH_2299913,2.72,3.05,2.86,10.08,10.16,10.78,2.05,2.11,2.75,4.86,4.63,4.02
MYCTH_2299915,0.07,0.09,0.13,0.34,0.35,0.34,0.3,0.05,2.1,0.59,0.67,0.39
MYCTH_2116457,1.34,1.71,1.49,2.29,2.37,2.26,1.2,0.95,2.02,1.84,1.5,1.34
MYCTH_2116458,0,0,0.02,0,0.03,0.04,0.02,0,0.06,0,0,0.04
MYCTH_73182,4.62,4.32,3.81,9.74,9.63,8.5,7.49,6.88,8,16.41,15.86,13.31
MYCTH_2299921,5.64,5.27,6.21,6.13,6.02,6.38,5.33,6.07,5.81,4.08,4.3,5.23
MYCTH_2299922,5.57,5.25,4.92,7.32,6.63,7.53,4.33,4.44,4.42,4.54,4.49,5.05
MYCTH_2299923,0.88,1.05,1.15,2.85,3.01,4.88,0.68,0.53,0.82,1.79,2.27,1.18
MYCTH_89251,0.03,0.26,0.13,0.44,0.54,0.66,0.13,0.17,0.11,0.22,0.19,0.2
MYCTH_38236,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2053587,0.47,0.53,0.2,0.47,0.25,0.84,0.53,0.43,0.65,0.13,0.86,0.3
MYCTH_46877,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_95605,0,0,0,0,0,0,0,0.02,0,0,0,0
MYCTH_2058544,0.18,0.13,0,0.56,0.16,0.17,0.31,0.12,0.12,0.03,0.18,0.21
MYCTH_2108373,0,0,0,0,0,0,0,0,0,0,0,0.08
MYCTH_2299964,0,0.13,0.04,1.24,1.59,0.81,0.08,0,0.08,2.49,1.75,1.26
MYCTH_2299965,22.48,22.55,20.98,36.47,39.13,41.2,16.01,15.06,18.09,19.26,22.07,21.43
MYCTH_2299968,85.57,77.38,81.14,126.36,126,135.26,67.55,67.02,69.69,91.31,93.54,84.83
MYCTH_2299969,2.81,3.9,3.73,7.55,8.97,9.2,2.75,2.01,5.22,4.59,4.83,6.19
MYCTH_2058820,2.9,2.89,2.51,6.54,6.27,7.09,1.69,1.81,1.9,5.98,5,6.57
MYCTH_2124737,0.41,0.22,0.66,0.4,0.8,0.97,0.65,0.5,0,0.49,0.76,0.35
MYCTH_66729,37.95,25.36,39.8,1224.46,1298.94,1284.5,449.54,244.3,666.97,3785.16,3825.39,3589.83
MYCTH_2058711,0.76,0.34,0.4,7.06,8.43,8.84,0.67,0.6,0.45,5.03,3.29,3.87
MYCTH_2299975,0.17,0.07,0.25,0.25,0.35,0.2,0.17,0.05,0.15,0.14,0.19,0.24
MYCTH_2299976,16.85,17.99,17.06,41.22,44.63,47.84,14.2,12.41,12.31,23.12,26.51,28.74
MYCTH_2124742,0.1,0,0.05,0,0,0,0.05,0,0,0,0,0.08
MYCTH_2124743,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_80081,26.14,27.59,25.85,32.73,32.51,34.29,20.98,19.31,26.34,23.13,22.6,22.81
MYCTH_2299979,0.39,0.56,0.38,2.74,3.09,3.1,0.6,1.34,1.03,1.34,1,0.97
MYCTH_2299980,39.28,35.29,34.77,28.94,31.84,30.3,31.59,30.91,28.66,21.84,19.72,21.99
MYCTH_2132970,6.68,6.34,6.5,8.74,9.67,9.47,4.61,3.74,5.14,5.07,5.2,5.75
MYCTH_2299985,29.36,31.88,31.57,20.41,20.27,16.26,31.95,33.17,30.25,14.05,16.83,12.8
MYCTH_2057317,1.68,1.14,1.22,2.76,3.35,2.78,1.3,0.72,2.2,1.49,1.63,1.15
MYCTH_2124750,0,0,0,0,0,0,0,0,0.26,0,0,0
MYCTH_2299988,14.9,13.96,14.01,24.97,24.39,24.31,11.39,7.36,12.68,15.49,16.06,15.34
MYCTH_2299991,7.14,4.41,7.4,14.28,10.76,13.86,4.8,4.07,4.07,10.04,7.76,7.83
MYCTH_t54,0,0,0,0,0,0,0,0.79,0,0,0,0
MYCTH_2299996,24,20.98,23.68,41.24,45.78,41.3,25.86,26.96,28.52,33.79,36.03,33.64
MYCTH_2299997,8.31,8.68,8.28,7.76,6.96,6.12,5.06,2.85,5.3,6.99,8.35,8.15
MYCTH_2299998,98.73,95.96,123.83,67.62,42.84,35.61,73.07,57,35.54,179.31,177.36,178.47
MYCTH_2089588,28.93,27.47,28.8,60.54,67.42,61.13,41.35,35.37,48.39,46.72,45.88,40.92
MYCTH_2300003,25.53,24.45,22.28,35.4,33.06,33.56,24.26,21.18,26.55,22.6,20.21,22.09
MYCTH_2300006,34.11,34.98,32.83,17.68,18.01,16.13,34.69,36.34,33.67,18.72,19.84,21.89
MYCTH_2300008,0.87,0.69,0.53,0.6,0.34,0.47,0.47,0.28,0.3,0.78,0.4,0.39
MYCTH_2300010,100.57,108.4,100.01,73.07,72.36,77.65,76.04,69.39,66.31,59.43,57.54,68.54
MYCTH_2300011,15.13,19.18,17.99,22.05,21.5,24.69,15,11.7,14.53,21.38,22.55,21.77
MYCTH_2300012,108.99,108,113.45,121.22,111.06,101.84,90.95,96.09,81.76,118.22,120.07,115.98
MYCTH_2076976,94.8,90.81,105.92,84.04,76.71,76.17,99.46,85.66,62.31,109.72,101.38,106.11
MYCTH_2300024,26.6,25.6,26.43,48.1,48.56,48.92,24.07,24.67,24.31,40.54,39.31,37.51
MYCTH_111314,14.24,9.01,15.09,8.1,8.15,7.69,86.58,34.11,90.7,33.37,32.51,44.19
MYCTH_2089610,47.51,40.38,41.88,83,81.5,86.17,37.25,34.79,35.83,41.12,42.98,41.36
MYCTH_2300032,0.8,2.63,1.22,4.87,7.81,5.91,15.06,1.01,8.41,10.39,10.18,11.83
MYCTH_2108406,0.28,0.2,0.18,0.58,0.15,0.48,0.27,0.31,0.04,0.24,0.18,0.43
MYCTH_2300033,425.39,414.67,416.36,722.06,709.49,696.59,295.3,344.08,334.73,454.08,427.64,412.03
MYCTH_2300045,7.06,7.98,8.91,13.59,11.46,10.57,10.75,10.81,7.78,10.24,9.7,10.13
MYCTH_2300046,2.14,2.93,2.19,2.98,2.02,2.97,1.8,1.93,2.25,1.99,1.22,1.28
MYCTH_2300047,1.54,1.65,1.14,2.82,2.7,2.13,1.29,0.97,0.73,1.47,1.57,1.39
MYCTH_2300049,7.71,6.41,6.63,16.37,16.11,17.43,4.75,5.57,6.88,10.29,7.93,9.97
MYCTH_2300050,3.32,4.41,3.35,4.81,4.17,5.63,2.59,2.31,3.02,2.14,2.15,3.62
MYCTH_2300052,4.99,5.22,4.24,8.61,7.63,9.31,4.81,3.89,5.85,5.22,5.35,4.61
MYCTH_2300054,77.99,86.33,72.56,49.26,52.76,53.9,62.26,59.7,56.96,37.78,37.42,46.22
MYCTH_2300056,10.99,11.57,9.91,10.05,11.06,11.55,6.29,4.64,7.78,4.51,5.7,6.44
MYCTH_2300057,21.24,21.4,19.74,25.62,25.46,28.51,12.31,9.73,9.74,15.12,14.34,15.51
MYCTH_2300059,13.94,12,13.08,21.8,22.37,22.6,8,7.47,12.61,10.24,13.23,10.76
MYCTH_2108417,1.49,1.44,1.11,1.64,2.89,1.97,0.73,0.7,1.05,1.14,1.62,0.92
MYCTH_2059134,0.38,0.41,0.67,0.76,0.94,0.98,1.45,2.1,1.85,0.96,0.92,1.04
MYCTH_2059724,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2057467,0.26,0.32,0.12,0.34,0.37,0.21,0.21,0.47,0.61,0.18,0.12,0.51
MYCTH_2300064,39.68,41.72,43.3,88.8,84.24,85.53,37.72,38.18,40.35,60.62,58.7,56.31
MYCTH_2300067,0.15,0.19,0.2,0.37,0.4,0.37,0.38,0.23,0.56,0.21,0.43,0.31
MYCTH_2300069,4.72,4.19,4.19,5.58,5.18,5.81,3.04,1.93,2.6,3.5,3.56,3.29
MYCTH_2300071,1.36,1.12,1.09,0.91,0.48,1.01,0.81,1.03,0.97,0.48,0.96,1.24
MYCTH_2300073,1.13,1.56,1.06,0.97,0.81,0.87,0.39,0.85,1.2,1.04,0.73,1.46
MYCTH_2058462,1.48,1.06,0.5,0.8,1.25,0.57,0.77,0.5,0.68,0.75,1.21,0.7
MYCTH_2300079,2.24,2.03,2.88,2.57,3.29,3.3,3.24,2.5,3.27,2.3,2.39,3.78
MYCTH_2300082,8.46,7.72,7.97,20.85,25.24,26.95,4.01,2.74,4.75,8.23,10.51,7.72
MYCTH_101172,0.08,0.07,0.15,0.13,0.1,0.28,0.25,0.15,0.08,0.05,0.2,0.03
MYCTH_2300087,0.06,0.2,0.22,0.13,0.15,0,0,0.07,0.35,0.23,0.06,0
MYCTH_2300091,56.6,51.27,59.92,86.81,58.17,59.21,39.06,39.7,30.73,98.49,118.99,100.42
MYCTH_2300093,43.33,42.62,50.09,64.84,43.65,41.99,34.9,36.79,27.54,57.35,59.89,59.64
MYCTH_2300094,0.29,0.52,0.32,1.47,1,2.07,0.43,0.38,0,0.44,0.21,0.38
MYCTH_2300099,0.79,1.57,1.44,1.19,1.58,1,1.74,2.16,3.47,0.82,0.49,0.45
MYCTH_107255,5.23,5.85,6.54,13.47,13.06,10.57,4,4.92,5.75,4.73,5.96,5.36
MYCTH_2300101,5.38,5.36,5.16,15.89,17.36,16.2,3.27,2.74,5.83,4.98,5.64,7.32
MYCTH_2300105,23.31,22.24,24.16,18.78,19.84,20.13,15.97,13.18,15.87,12.31,13.54,11.79
MYCTH_2116523,25.92,22.85,23.7,46.42,45.85,46.91,16.66,18.01,22.64,31.49,34.94,29.57
MYCTH_80023,6.52,7.94,6.78,11.18,13.47,13.01,3.65,2.99,3.72,6.86,7.04,7.01
MYCTH_2300111,0.61,0.72,0.59,0.79,0.65,0.36,0.27,0.69,0.68,0.72,0.41,0.83
MYCTH_2300113,30.3,37.48,34,35.39,38.14,41.93,30.33,28.16,36.74,32.14,30.88,32.73
MYCTH_2300115,4.8,4.94,4.5,10.34,10.92,10.8,3.45,2.25,3.66,4.4,4.77,4.82
MYCTH_2300116,25.31,24.17,25.9,44,37.48,38.74,13.56,9.84,9.64,35.81,34.76,28.95
MYCTH_2300117,35.33,31.06,33.04,59.71,64.73,65.12,18.99,18.37,21.37,31.65,31.7,29.42
MYCTH_2300119,32.03,29.89,33.84,91.45,91.25,97.66,35.5,40.31,34.81,66.04,65.9,64.32
MYCTH_2300120,5.18,6.35,5.73,9.54,7.82,8.32,3.97,2.43,5.3,6.49,5.84,8.07
MYCTH_2300121,13.9,13.71,13.03,24.83,24.7,24.33,9.44,8.75,10.15,14.4,15.68,13.95
MYCTH_2300124,15.83,16.65,13.22,31.75,32.71,36.82,12.76,10.2,12.65,20.84,21.91,21.54
MYCTH_2300125,20.8,25.89,20.66,34.79,33.87,35.9,15.31,14.06,18.32,20.56,19.01,21.79
MYCTH_2077028,20.24,19.58,18.7,37.16,36.82,38.19,16,15.89,22.61,20.71,23.01,22.37
MYCTH_2314411,75.32,71.16,71.63,115.22,119.15,127.06,60.86,55.52,71.53,63.48,61.15,55.74
MYCTH_2124828,7.31,7.7,6.36,10.44,9.02,10.12,4.39,3.5,6.74,6.25,7.09,6.64
MYCTH_2314413,2112.96,1985.18,2111.48,762.94,782.95,777.8,2250.03,2191.8,2310.91,856.9,905.41,855.33
MYCTH_2300136,4.1,3.94,3.6,8.5,8.44,8.71,2.24,2.15,2.31,4.01,3.91,3.76
MYCTH_2300138,8.47,8.22,8.77,11.07,11.93,12.95,6.26,4.57,5.48,6,5.42,6.34
MYCTH_2300139,19.17,20.45,20.91,47.56,36.6,32.86,14.12,16.07,19.46,23.56,28.6,25.91
MYCTH_2300142,91.7,106.77,108.79,241.09,189.17,182.97,150.19,194.1,179.86,169.5,174.41,163.3
MYCTH_2057284,8.65,8.08,8,19.64,19.87,20.1,5.75,4.98,5.97,8.1,9.26,9.24
