Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MYCTH_2293961	2331.67494137409	-0.391286215200609	0.0762308618140141	-5.13291081708164	2.85295112087487e-07	5.28212334011924e-07
MYCTH_2293962	1715.4605776595	1.1006762192889	0.0794564959526011	13.8525643006646	1.22750470837123e-43	7.39178819815955e-43
MYCTH_2293963	539.71890764436	1.00986854963186	0.117599680531887	8.58734092698525	8.90052273933301e-18	2.63811617227098e-17
MYCTH_2293965	1973.16032897027	0.457534382315358	0.0832082620132334	5.49866529170615	3.82676724099629e-08	7.4440272341325e-08
MYCTH_2293966	139.114658256712	-1.16347285467123	0.202643501675903	-5.74147626274258	9.38547165635576e-09	1.89145196030535e-08
MYCTH_2293968	727.782049657536	0.342698684593487	0.103570849241406	3.3088333937932	0.000936855686983937	0.00136225084864042
MYCTH_2293969	1334.24455612498	0.0476867641550596	0.080033629423428	0.595834082480088	0.551286072611385	0.582366474188414
MYCTH_2293970	2060.92608215918	-0.66584561668275	0.0775651619086303	-8.58433864248357	9.1360481306133e-18	2.70698893226442e-17
MYCTH_2293973	329.094676982531	0.729764216985935	0.152198432783418	4.79482083777043	1.62820282374581e-06	2.8776678595945e-06
MYCTH_2293977	1233.057315354	0.295855136962988	0.107135612512424	2.76150133484959	0.00575362814019836	0.00782036789912992
MYCTH_2293982	2007.75934967657	-0.0344073575308839	0.0803428010494222	-0.428256882775576	0.668464106755521	0.696272733991914
