Geneid,C_1,C_2,C_3,T_1,T_2,T_3
MYCTH_2295177,362,588,509,791,1192,975
MYCTH_2295178,637,1144,1031,1414,1822,1628
MYCTH_2295180,518,718,692,2226,2725,2294
MYCTH_2295183,201,314,243,245,439,341
MYCTH_2106437,949,1521,1422,3029,4086,3337
MYCTH_2295186,37,78,60,231,262,338
MYCTH_2114542,283,368,488,458,491,429
MYCTH_2295190,4475,7715,6758,21016,26027,22125
MYCTH_2295193,253,460,425,715,806,624
MYCTH_2295196,814,1084,1019,1895,2436,2201
MYCTH_2295198,477,887,755,640,911,861
MYCTH_105847,11749,19810,19835,13231,17149,13577
MYCTH_2295204,1099,1819,1724,4011,4960,4198
MYCTH_2295207,771,1332,1380,1621,2038,1623
MYCTH_2295212,709,1059,884,7238,8775,7098
MYCTH_2295218,1048,1646,1860,2496,3033,2575
MYCTH_99040,2894,4619,4452,10503,13228,10444
MYCTH_2295230,1113,1774,1538,3660,4752,3841
MYCTH_2087807,655,1164,1004,1327,1672,1388
MYCTH_2295239,2570,3969,3743,11565,12574,10200
MYCTH_2295242,877,1498,1487,5044,6586,5150
MYCTH_2295243,706,1225,1383,1331,1792,1295
MYCTH_2295245,500,745,602,3320,5338,3595
MYCTH_2295248,401,536,589,2740,3554,2677
MYCTH_2295250,685,1058,983,2675,3410,3258
MYCTH_2295253,1339,2087,2175,2835,4105,3249
MYCTH_2122496,228,369,420,489,739,574
MYCTH_2295254,370,596,547,2312,3270,2624
MYCTH_2295255,315,533,445,664,769,740
MYCTH_2295256,1645,2528,2320,7028,8408,7538
MYCTH_2295258,23,26,42,29,42,31
MYCTH_2295261,13617,22608,22207,60459,77354,63914
MYCTH_2295266,20,55,29,158,235,147
MYCTH_2295268,273,503,424,1020,1054,834
MYCTH_2295272,4278,7313,6590,19820,23002,16841
MYCTH_113985,7665,12294,12555,9343,10718,8537
MYCTH_2295275,487,789,718,1631,2076,1986
MYCTH_2295280,1596,2650,2688,3077,3759,3303
MYCTH_2295283,841,1372,1225,4748,6954,4763
MYCTH_2295284,274,455,450,620,624,503
MYCTH_2295287,1106,1934,1734,2730,3418,2619
MYCTH_2295289,1343,2161,2161,4472,5855,4886
MYCTH_2295290,2039,3511,3339,3113,4565,3615
MYCTH_2295293,1756,2888,2606,2566,3333,2783
MYCTH_110298,2233,3533,3271,9777,12612,10497
MYCTH_105869,333,509,529,686,899,747
MYCTH_2106471,4,1,4,0,12,0
MYCTH_2295298,55,89,94,1,6,0
MYCTH_2295301,171,327,273,167,166,129
MYCTH_23848,11,26,39,19,28,4
MYCTH_2295307,480,967,905,407,381,349
MYCTH_2295309,136,185,180,1155,1593,1424
MYCTH_2295311,785,1282,1066,2353,3002,2478
MYCTH_2295315,2121,3493,3563,6771,8790,7404
MYCTH_2295317,26,47,46,51,76,54
MYCTH_2295321,9,11,12,8,14,6
MYCTH_2295324,238,344,326,769,1129,876
MYCTH_2122524,0,0,0,0,0,0
MYCTH_99077,86,124,104,2741,3479,2974
MYCTH_2055981,224,388,348,421,415,493
MYCTH_2295331,1735,2668,2855,2467,3625,3085
MYCTH_62593,14701,25625,24086,21849,26226,23098
MYCTH_2295337,8,3,4,2,0,0
MYCTH_2039088,8,2,8,13,5,6
MYCTH_2295338,20,50,25,10,34,40
MYCTH_2295344,508,927,850,16824,21415,18442
MYCTH_2295346,1053,1467,1172,465,730,574
MYCTH_2295347,409,640,605,756,1028,794
MYCTH_2122535,1,9,3,0,24,7
MYCTH_2295350,2300,3658,3015,21187,28583,22871
MYCTH_2295353,427,694,704,1891,2513,1903
MYCTH_114008,3612,5749,6191,12978,17684,14290
MYCTH_2295355,1272,2120,2348,1557,2159,1578
MYCTH_2295358,185,295,237,590,544,352
MYCTH_2122542,10,48,17,13,27,19
MYCTH_2295362,1806,3229,3142,1979,2505,2097
MYCTH_2295366,398,621,602,783,1113,883
MYCTH_2313485,2796,4874,4252,4662,6077,5169
MYCTH_76367,1508,2465,2312,6231,7725,6142
MYCTH_2114599,370,562,587,454,580,609
MYCTH_44604,224,378,284,1226,1520,1130
MYCTH_2295383,4214,6939,6693,24787,30528,26337
MYCTH_2114610,1679,2904,2736,7730,9712,7978
MYCTH_41181,0,0,0,2,1,2
MYCTH_62625,179,308,338,1979,2807,2201
MYCTH_99098,74,158,156,447,542,435
MYCTH_2295391,15,45,38,34,54,42
MYCTH_2295392,1317,2232,1963,6241,8117,6392
MYCTH_2106506,253,380,453,92,113,103
MYCTH_2295396,22,46,32,33,33,21
MYCTH_2295397,32,52,57,76,80,62
MYCTH_2131761,213,413,355,1447,1343,979
MYCTH_2136712,1543,2271,2430,8527,10313,7310
MYCTH_2122561,12,10,20,12,7,6
MYCTH_2051636,4,16,8,71,98,73
MYCTH_99103,875,1317,1376,5958,7482,5588
MYCTH_2295405,93,118,62,103,160,79
MYCTH_2295409,48,45,45,536,556,523
MYCTH_2114617,3,6,9,8,24,12
MYCTH_41800,220,371,282,1119,1685,1352
MYCTH_2295414,246,484,419,1650,1988,1651
MYCTH_2295416,277,426,397,1312,1788,1414
MYCTH_t51,4,2,1,0,2,4
MYCTH_110317,2030,3533,3502,20142,24682,19533
MYCTH_76393,322,502,503,818,822,663
MYCTH_2295424,1239,2094,1953,3422,4665,3913
MYCTH_2141608,171,311,258,977,1376,981
MYCTH_76403,1720,2903,2937,4335,6215,5192
MYCTH_2050660,2867,4544,4366,5283,6907,5739
MYCTH_2122575,5,5,9,14,13,9
MYCTH_2295431,8,11,4,1,11,4
MYCTH_2295432,675,1070,1021,2159,2528,1945
MYCTH_2295433,3044,5001,5069,4166,5366,4826
MYCTH_2295436,728,1191,982,1493,1929,1508
MYCTH_2295438,54884,95260,90554,60708,78778,65673
MYCTH_2050101,0,0,0,0,0,0
MYCTH_2295439,2781,4546,4547,9510,11822,10273
MYCTH_2295441,275,386,365,858,1167,959
MYCTH_2030361,280,553,537,401,502,440
MYCTH_2295444,41,73,34,131,200,161
MYCTH_2295445,547,797,795,2192,2701,2278
MYCTH_43941,22,34,29,326,421,431
MYCTH_2313501,5752,9348,8361,43608,53902,45270
MYCTH_t2,0,0,0,0,0,0
MYCTH_91240,93,140,163,137,162,129
MYCTH_2295490,1408,2188,1760,16475,20893,15509
MYCTH_2122605,3083,5203,4734,2345,3155,2461
MYCTH_2114650,6,7,11,4,3,1
MYCTH_2295497,564,882,736,2466,3591,2761
MYCTH_2295498,384,562,532,732,1129,922
MYCTH_2122609,7,13,7,2,0,4
MYCTH_2295501,304,530,520,2330,3166,2222
MYCTH_2122612,13,23,21,14,18,16
MYCTH_62710,7,9,6,2,8,0
MYCTH_2054219,12,4,15,0,2,4
MYCTH_t50,0,0,0,0,0,0
MYCTH_t49,0,0,0,0,0,0
MYCTH_t48,0,0,0,0,0,0
MYCTH_t47,0,0,0,0,0,0
MYCTH_43648,4,0,2,0,0,1
MYCTH_t46,0,0,0,0,0,0
MYCTH_t45,0,0,0,0,0,0
MYCTH_t44,0,0,0,0,0,0
MYCTH_t43,0,0,0,0,0,0
MYCTH_2295502,66,117,78,1191,1449,1178
MYCTH_2122615,131,212,212,244,289,249
MYCTH_2295504,331,423,478,115,117,124
MYCTH_76450,351,509,471,680,934,711
MYCTH_2131791,221,352,351,504,581,534
MYCTH_t3,4,0,0,0,0,2
MYCTH_2295506,134,184,214,126,196,135
MYCTH_91253,124,231,200,149,149,171
MYCTH_2295508,605,984,1073,1236,1272,987
MYCTH_2295512,470,699,646,556,747,578
MYCTH_2295514,2876,4718,3631,19405,25276,22109
MYCTH_2295518,12,18,12,67,82,88
MYCTH_2122625,107,174,150,371,552,409
MYCTH_t42,0,1,5,8,24,17
MYCTH_2295521,839,1217,1101,1712,2330,2235
MYCTH_2141635,963,1547,1432,5723,5678,4345
MYCTH_2295527,5,2,3,278,374,226
MYCTH_2051640,600,905,930,2657,3619,2925
MYCTH_2087998,4836,8091,7277,8171,10639,9313
MYCTH_2122631,1,4,2,1,4,0
MYCTH_2055207,0,1,0,0,0,0
MYCTH_2106567,0,0,1,0,0,0
MYCTH_41714,14,25,11,58,77,69
MYCTH_2053048,43,61,57,67,73,35
MYCTH_2122637,3968,6572,6401,34532,32201,22481
MYCTH_86753,984,1593,1483,90717,119534,102750
MYCTH_2295555,129,154,165,1822,2606,2017
MYCTH_2106573,3,13,8,17,12,22
MYCTH_2295558,140,270,260,961,1203,865
MYCTH_2295561,155,225,190,797,1062,930
MYCTH_91274,5,13,9,4,3,13
MYCTH_2295563,14,11,29,2,10,8
MYCTH_2295564,131,261,209,180,183,175
MYCTH_91276,158,260,231,444,698,577
MYCTH_2295570,2500,4105,3584,10271,10270,6502
MYCTH_91278,129,250,228,456,421,326
MYCTH_2122648,0,0,0,0,2,4
MYCTH_t41,3,0,0,10,6,1
MYCTH_2131805,2977,5144,5176,6808,8931,8039
MYCTH_2136757,79,132,111,101,158,102
MYCTH_91282,0,0,0,0,0,0
MYCTH_2106582,19,8,25,27,12,21
MYCTH_2114682,219,317,317,355,499,480
MYCTH_2295588,203,339,281,207,172,206
MYCTH_2295590,1265,2136,1677,2758,3506,3073
MYCTH_2295591,1810,3146,2866,1877,2325,1837
MYCTH_76502,904,1443,1461,1668,2064,1866
MYCTH_62778,156,233,210,281,285,251
MYCTH_2295595,11,16,20,25,12,9
MYCTH_2295596,51,99,60,169,213,175
MYCTH_2295598,121,157,135,139,148,185
MYCTH_2295600,602,985,883,2312,2903,2334
MYCTH_t4,12,28,25,7,16,11
MYCTH_2295601,2452,3837,3218,7518,9942,7233
MYCTH_2313529,3978,6506,6543,15881,16887,13435
MYCTH_2295606,163,242,226,564,695,491
MYCTH_2295609,1253,2024,1871,5642,5554,4455
MYCTH_99178,208,425,356,181,298,232
MYCTH_2295614,696,1230,888,974,1012,935
MYCTH_2114693,1497,2433,2382,2411,3461,2820
MYCTH_2295616,237,341,305,1251,1693,1398
MYCTH_2088056,243,383,311,1683,1270,844
MYCTH_76526,269,455,419,1604,1943,1159
MYCTH_2313535,3094,5128,5164,4074,5485,4660
MYCTH_2295624,431,649,606,811,982,817
MYCTH_2122680,16,39,20,291,333,290
MYCTH_2295629,313,428,281,1294,2003,1864
MYCTH_2295633,730,1253,959,1638,2221,1819
MYCTH_2039938,7,12,17,10,23,16
MYCTH_2295634,481,726,585,1095,1501,1230
MYCTH_2295635,172,311,294,299,404,326
MYCTH_2295637,1129,1695,1808,2620,3572,3020
MYCTH_2122687,11,33,18,13,12,3
MYCTH_t5,0,0,0,0,0,0
MYCTH_2020707,168,232,288,265,393,268
MYCTH_2114710,786,1426,1374,4231,4741,3939
MYCTH_2295642,774,1183,1182,1718,2048,1647
MYCTH_2295647,4118,6840,6324,20766,26669,21089
MYCTH_2106616,216,373,355,301,406,347
MYCTH_2122693,22,56,37,13,26,24
MYCTH_2295651,88,123,105,191,276,190
MYCTH_41997,177,259,344,150,180,159
MYCTH_2088086,30046,50375,45118,101972,135562,117061
MYCTH_2295666,767,1182,1232,2044,2747,2165
MYCTH_2050866,4,10,10,2,1,2
MYCTH_114083,241,389,330,265,339,318
MYCTH_2075489,9094,15488,13683,18151,22793,20519
MYCTH_2295675,1530,2718,2523,2934,3648,3578
MYCTH_2295684,1421,2345,2230,1183,1659,1573
MYCTH_2295692,5300,8341,7672,21457,27612,22291
MYCTH_2295697,199,303,373,105,133,114
MYCTH_2295699,72,105,115,570,573,440
MYCTH_42269,84,133,153,91,109,96
MYCTH_2295704,134,204,141,380,509,433
MYCTH_2295707,256,431,442,828,1141,762
MYCTH_2295709,1302,2154,2252,1655,2184,1866
MYCTH_105966,1415,2448,2577,1779,2465,2077
MYCTH_2122709,9,32,8,51,36,57
MYCTH_2295714,158,191,199,248,323,233
MYCTH_2295716,105,195,178,284,323,350
MYCTH_91334,17,17,17,30,100,48
MYCTH_2075498,2289,3583,3739,5159,6214,5098
MYCTH_2122713,24,43,55,17,16,28
MYCTH_2295718,329,499,605,1454,1422,924
MYCTH_2313555,299,530,488,874,806,540
MYCTH_42529,10,21,25,13,8,6
MYCTH_2295720,480,674,638,3113,4390,3440
MYCTH_2295721,186,297,261,1130,1505,1331
MYCTH_2295724,14293,23765,20001,18284,22776,17728
MYCTH_2106642,82,142,113,152,225,131
MYCTH_2295727,133,198,237,563,797,607
MYCTH_2295728,287,489,472,305,401,349
MYCTH_2295729,1431,2420,2358,3226,3826,3146
MYCTH_2295731,294,518,506,1178,1488,1192
MYCTH_2313559,612,912,917,989,1442,1216
MYCTH_62866,478,822,714,886,1208,1055
MYCTH_2295736,266,484,458,304,482,306
MYCTH_2295737,4123,6546,6026,13503,17632,15752
MYCTH_2054417,2,25,13,11,19,9
MYCTH_2313562,1293,1929,1930,6624,8033,6606
MYCTH_2295741,103,126,147,151,149,93
MYCTH_2295743,4,7,3,79,90,74
MYCTH_2295744,269,440,355,884,1291,1033
MYCTH_2295745,400,590,538,789,1167,839
MYCTH_2088125,1865,3368,3009,3100,3959,3210
MYCTH_2295747,1635,2471,2745,2873,3957,3272
MYCTH_2313564,474,645,633,909,859,647
MYCTH_t40,0,1,0,0,1,0
MYCTH_2295750,3090,4788,4799,4973,6516,5408
MYCTH_2295756,5429,8820,8267,7911,10276,8507
MYCTH_2141686,1788,2946,2734,3946,5102,4536
MYCTH_2295763,769,1092,1082,2607,3630,2767
MYCTH_2295764,422,534,624,991,1375,1131
MYCTH_2295767,857,1274,1314,3435,4603,4158
MYCTH_2295768,1875,2934,2684,2991,4273,3488
MYCTH_2295769,1911,3279,3383,4744,5978,5146
MYCTH_2295771,191,305,271,214,288,245
MYCTH_2295773,118,185,150,505,848,661
MYCTH_2295774,595,1007,908,960,1275,1023
MYCTH_43484,3,12,9,2,0,2
MYCTH_2295777,609,941,888,2422,3565,3091
MYCTH_114107,34,79,84,40321,53925,45905
MYCTH_2295788,23,14,14,7,11,23
MYCTH_2295791,33,50,23,262,316,245
MYCTH_99239,1793,3150,3265,4020,5216,4263
MYCTH_2141696,971,1662,1544,1280,1540,1211
MYCTH_2295798,26,29,29,343,389,287
MYCTH_2295799,33,43,41,763,1029,878
MYCTH_2295800,888,1463,1458,4241,5602,4818
MYCTH_2295802,443,819,707,4015,5648,5289
MYCTH_t39,0,0,0,0,0,0
MYCTH_2075565,805,1257,1220,1729,2118,1886
MYCTH_2031061,1117,1765,1428,3391,4466,3840
MYCTH_62925,95,134,154,4268,5904,4836
MYCTH_2295809,987,1583,1398,2809,3458,3074
MYCTH_2295812,1710,3075,2781,2476,3389,3072
MYCTH_2295813,1246,2059,1956,3259,4780,3801
MYCTH_2136821,688,1119,985,3226,3594,2673
MYCTH_2295817,538,944,822,577,787,639
MYCTH_2295820,59,131,122,201,188,235
MYCTH_2122766,585,977,730,5371,7249,6363
MYCTH_2295825,8827,15284,13951,23879,29553,23627
MYCTH_2295827,448,656,720,1336,1658,1421
MYCTH_2136823,1360,2453,2391,5059,5923,5208
MYCTH_2295833,2090,3437,2982,8390,10005,8541
MYCTH_2088191,2343,3906,3713,3772,4780,4217
MYCTH_2295836,764,1182,1167,1736,2454,1947
MYCTH_2295838,971,1456,1370,4259,5765,4774
MYCTH_2313584,3698,6348,6589,14454,14082,11332
MYCTH_2051745,552,858,792,2106,2699,2285
MYCTH_2295845,219,377,276,1286,1887,1652
MYCTH_2295846,22,20,13,429,558,459
MYCTH_2088202,977,1441,1475,6379,5799,4624
MYCTH_2295851,484,820,812,1079,1481,1153
MYCTH_2295852,550,847,704,2320,3314,2657
MYCTH_44469,0,0,3,22,29,15
MYCTH_2295853,138,221,198,2420,2130,1460
MYCTH_76670,2245,3871,3905,17481,15704,9214
MYCTH_2295856,188,288,324,1274,1301,988
MYCTH_2295857,822,1469,1119,4038,5170,4364
MYCTH_2029952,2312,4168,4640,3782,4782,4045
MYCTH_2295859,376,662,509,692,854,830
MYCTH_76680,972,1433,1328,5712,6574,5307
MYCTH_2295861,0,0,0,0,0,0
MYCTH_2295862,403,711,726,572,777,751
MYCTH_2295863,740,1304,1228,1756,2236,2016
MYCTH_76690,146,255,231,291,434,392
MYCTH_2295866,747,1176,1111,2685,3643,2723
MYCTH_2295868,1152,1844,1785,3542,5103,4107
MYCTH_2295870,4337,7136,6501,6677,8888,7689
MYCTH_2295873,557,916,878,1008,1280,1246
MYCTH_2295876,322,446,428,488,476,512
MYCTH_2313591,5018,8221,7991,14204,18076,15656
MYCTH_2106715,54,88,80,104,124,72
MYCTH_44689,807,1267,1177,5085,7288,6197
MYCTH_2295879,628,1199,1152,1722,1979,1725
MYCTH_2039751,13,9,21,0,8,0
MYCTH_2295880,334,512,451,2046,3126,2367
MYCTH_2295881,268,467,416,627,766,608
MYCTH_2295883,418,699,592,501,645,481
MYCTH_2295885,3354,5472,5121,5867,7251,6172
MYCTH_2106723,1493,2446,2581,2513,2913,2408
MYCTH_2295894,1526,2434,2279,4417,5649,4619
MYCTH_2295895,121,151,159,263,353,237
MYCTH_2122809,40,60,38,97,117,79
MYCTH_2053975,641,889,766,1294,1913,1584
MYCTH_2295898,866,1304,1253,2365,3559,2676
MYCTH_2049605,350,690,740,555,660,501
MYCTH_2295900,52,51,104,229,204,119
MYCTH_2295902,2633,4317,4046,4753,6084,5090
MYCTH_2295903,1364,2278,2342,2723,3478,2839
MYCTH_2295904,247,397,352,946,1179,781
MYCTH_2295905,23,22,17,63,47,30
MYCTH_2295908,2766,4323,3985,27863,43368,28380
MYCTH_2106732,32,66,55,57,76,67
MYCTH_2295909,3881,5655,5103,32846,44091,35657
MYCTH_2295915,1697,2823,2658,3665,4750,4320
MYCTH_2295917,1257,1903,1768,2594,3226,2701
MYCTH_2295918,213,450,442,795,788,594
MYCTH_2295922,2366,3649,4083,8111,10746,8757
MYCTH_2295923,462,795,802,2781,3498,2774
MYCTH_2295925,422,787,713,794,929,779
MYCTH_2295926,575,876,820,2079,3128,2709
MYCTH_2295928,379,607,581,1038,1431,1306
MYCTH_2295930,380,687,735,2719,3928,3172
MYCTH_2295931,2398,3862,3510,4210,5449,4976
MYCTH_2295934,979,1632,1598,2728,3536,2896
MYCTH_2122835,330,646,509,803,1096,843
MYCTH_2295937,418,745,654,1004,1284,1040
MYCTH_2295939,1208,1907,1930,2632,3594,2968
MYCTH_86821,5124,8587,7609,21256,26160,20852
MYCTH_2295942,1349,2186,1689,6346,7849,6396
MYCTH_2295945,11083,19810,18144,25865,32415,28148
MYCTH_2295948,367,461,494,849,1129,912
MYCTH_2088290,2874,4844,4280,24222,26061,19322
MYCTH_2295952,1051,1647,1212,4365,5996,5272
MYCTH_2114843,96,194,155,155,279,185
MYCTH_2295962,31,63,40,12,18,23
MYCTH_2295965,538,906,902,583,834,762
MYCTH_2295966,581,746,848,820,1133,1138
MYCTH_2295968,1031,1576,1630,2407,2720,2258
MYCTH_2295970,1826,2772,2578,4500,6692,6040
MYCTH_2295973,437,736,746,532,735,536
MYCTH_2295976,8973,15932,15207,22735,29123,25063
MYCTH_2055144,1181,1988,1903,1881,2485,1813
MYCTH_2295979,876,1363,1324,3456,4345,3548
MYCTH_2295983,473,776,679,3044,4788,4224
MYCTH_114166,328,552,480,1100,1217,1084
MYCTH_2295985,861,1396,1378,710,1114,1034
MYCTH_2295989,30004,52377,49798,97024,122781,98213
MYCTH_2295992,2352,3849,3451,16792,19549,15664
MYCTH_20364,364,561,684,1029,1405,1124
MYCTH_2295997,233,403,386,616,773,657
MYCTH_2295999,863,1428,1447,1084,1679,1564
MYCTH_2136876,347,571,623,651,787,767
MYCTH_2296001,7829,13447,12919,4906,5848,5016
MYCTH_2296005,7987,13324,12453,17710,23052,19487
MYCTH_2296007,540,761,735,1241,1433,1309
MYCTH_2296009,1426,2339,2199,3834,5157,3869
MYCTH_2296014,171,232,251,336,413,392
MYCTH_2296015,1191,2076,2034,1703,2126,1882
MYCTH_2122870,38,48,39,61,92,46
MYCTH_2296019,148,247,247,165,273,210
MYCTH_2296022,189,271,200,1529,2283,2035
MYCTH_2106779,161,239,234,692,768,712
MYCTH_2313617,1772,3055,3023,3224,4061,3487
MYCTH_2296038,4759,7979,8409,4783,5832,4897
MYCTH_2075738,204,366,322,256,347,306
MYCTH_2296040,622,1026,994,4462,5977,5008
MYCTH_2296041,160,189,111,2745,4104,3436
MYCTH_2296042,269,441,319,830,1372,1159
MYCTH_2296044,154,265,262,377,537,442
MYCTH_41043,48,56,77,43,61,56
MYCTH_2055557,223,309,335,176,274,212
MYCTH_2296049,799,1273,1260,1497,1872,1483
MYCTH_2296051,105,223,147,734,891,947
MYCTH_2296056,1266,2077,1792,4922,6933,5385
MYCTH_2296057,1044,1513,1403,11071,15411,10127
MYCTH_2031594,109,201,243,388,495,399
MYCTH_2296063,62,74,102,143,178,144
MYCTH_2296064,109,171,235,385,437,315
MYCTH_2296066,1432,2178,2147,4406,5688,4911
MYCTH_2296068,222,352,309,435,539,497
MYCTH_2296069,1755,2924,3263,1215,1759,1626
MYCTH_2313627,1282,2132,2117,5188,5575,4514
MYCTH_2296073,3057,5243,5309,3701,4989,4443
MYCTH_2296077,856,1261,1367,2401,3124,2376
MYCTH_2296080,560,999,982,709,794,589
MYCTH_2296081,1480,2527,2015,4531,5655,4878
MYCTH_2296084,2328,3770,3442,5423,7065,5468
MYCTH_2296085,199,315,316,647,848,747
MYCTH_2296086,454,836,693,926,1253,1175
MYCTH_2296089,784,1219,1239,2987,3939,3199
MYCTH_2296092,526,904,797,2548,3539,2978
MYCTH_2296096,561,897,837,2015,2412,1965
MYCTH_2313632,8334,14157,13366,39866,48136,41474
MYCTH_2296103,524,738,750,1237,1567,1458
MYCTH_2296104,888,1390,1138,3278,3754,3219
MYCTH_2296107,865,1529,1237,9188,8013,6063
MYCTH_2296109,2327,3788,3417,15564,17415,13696
MYCTH_2296114,621,1158,847,2094,3038,2860
MYCTH_2296115,396,762,693,1596,1979,1602
MYCTH_2296116,874,1492,1371,1761,2773,2038
MYCTH_2296117,10,19,3,55,84,60
MYCTH_2296118,11,16,17,24,43,25
MYCTH_2296119,86,153,128,83,155,113
MYCTH_2296120,87,164,134,108,190,131
MYCTH_2106818,40,47,29,110,162,122
MYCTH_2075799,585,984,941,2526,3384,2532
MYCTH_2296126,614,992,927,2575,3458,3124
MYCTH_2106821,1265,2229,2144,1228,1407,1051
MYCTH_2296128,2208,3971,3725,3913,4909,4189
MYCTH_2296130,273,475,541,1488,1485,1397
MYCTH_2296131,720,1045,996,2094,2950,2524
MYCTH_2296133,606,1108,814,1347,1601,1440
MYCTH_2296135,1355,2163,1984,4138,5459,5080
MYCTH_2296139,760,1322,1169,2741,3488,2554
MYCTH_2313641,2468,4253,3828,314,388,333
MYCTH_2296142,39,42,57,453,464,345
MYCTH_2296144,618,1133,1298,1624,1749,1371
MYCTH_2296145,384,511,345,4448,6100,5307
MYCTH_2296147,519,827,800,1299,1693,1558
MYCTH_2296150,483,853,802,1218,1844,1809
MYCTH_2296151,1346,2258,1979,5502,7856,7026
MYCTH_2296153,2625,4310,4222,9482,12405,9963
MYCTH_2296155,507,791,791,566,897,826
MYCTH_2296156,779,1077,1110,3944,5233,4002
MYCTH_2296160,927,1608,1446,4019,5868,5119
MYCTH_2296162,619,1089,1111,1436,1821,1551
MYCTH_2296164,2886,4685,4415,3641,4899,3857
MYCTH_2296167,1479,2230,1887,2388,3424,2513
MYCTH_2296169,366,591,470,601,677,573
MYCTH_2296171,238,353,392,482,549,551
MYCTH_2114926,1489,2552,2621,3341,4328,3521
MYCTH_2296175,496,813,618,2618,3014,2241
MYCTH_2296179,633,964,1071,1231,1615,1169
MYCTH_2313647,982,1647,1469,1377,1787,1667
MYCTH_2296180,1789,2873,2459,5406,7409,6079
MYCTH_2296183,15553,24082,22088,35271,45811,35833
MYCTH_76901,172,285,296,4366,5625,4764
MYCTH_2296191,209,354,358,689,813,747
MYCTH_2313651,1187,1950,1962,1933,2348,1936
MYCTH_2296196,329,621,546,961,1362,1247
MYCTH_2296197,1007,1761,1658,2737,3780,3170
MYCTH_2114944,158,264,242,288,425,376
MYCTH_2296201,148,235,228,231,330,312
MYCTH_2088454,2731,4989,4448,5931,7942,7115
MYCTH_2296210,6026,9891,10766,8502,11283,9945
MYCTH_2296214,511,774,749,3091,4589,3761
MYCTH_2296219,903,1496,1511,1276,1697,1622
MYCTH_2296221,1606,2678,2522,4495,6016,4789
MYCTH_2296224,585,912,781,1976,2958,2644
MYCTH_2296228,1492,2565,2371,1725,2379,1914
MYCTH_2296229,1407,1977,1773,3282,4680,3647
MYCTH_2136940,4296,6899,5937,16137,19386,16050
MYCTH_2296234,405,726,655,1160,1432,1204
MYCTH_2296236,132,206,136,328,511,452
MYCTH_2296237,328,554,580,479,659,560
MYCTH_2122970,7,5,5,0,4,4
MYCTH_2050996,192,380,310,215,368,331
MYCTH_2031956,20,28,8,125,264,209
MYCTH_2088473,10734,17743,16112,22103,26800,24803
MYCTH_2296246,598,996,927,1513,2042,1888
MYCTH_2296247,21492,36725,36570,76036,96249,76658
MYCTH_2296252,596,883,746,2161,2704,2281
MYCTH_114237,1398,2224,1979,4895,6207,4948
MYCTH_2296256,1514,2362,2311,1715,2058,1686
MYCTH_2296260,429,588,622,1250,1682,1526
MYCTH_2296262,291,442,379,825,1209,1021
MYCTH_2296263,1577,2545,2671,2619,3802,3186
MYCTH_2296265,3329,5499,5119,5213,6660,5784
MYCTH_2296269,1155,1912,1924,2583,3828,3135
MYCTH_2296271,788,1130,958,3840,4628,3970
MYCTH_110470,25,52,31,21,22,21
MYCTH_99435,593,905,898,2413,2773,2305
MYCTH_2296277,835,1352,1254,1770,2559,2316
MYCTH_2296279,231,378,323,85,164,113
MYCTH_2313667,631,1192,1163,2978,3313,2675
MYCTH_2049466,191,250,275,214,288,220
MYCTH_2296287,1936,2936,2919,4979,5992,5241
MYCTH_2296291,385,698,595,654,827,652
MYCTH_2296293,2319,3803,3272,10838,13784,11292
MYCTH_110475,1539,2543,2309,6148,7731,6812
MYCTH_2296296,506,837,794,1915,2534,2374
MYCTH_2296297,543,895,810,877,1215,1128
MYCTH_2296298,617,1027,1069,1868,2586,2171
MYCTH_2296300,2971,4862,4157,6916,9331,7394
MYCTH_2136960,568,1014,750,1298,1711,1536
MYCTH_2296305,2285,3596,3359,32541,41655,32854
MYCTH_2296309,2493,4018,3659,8616,13184,11465
MYCTH_36377,156,217,242,435,628,637
MYCTH_42359,901,1402,1021,4521,6351,4931
MYCTH_2296319,718,1114,1208,2729,3805,2905
MYCTH_2296320,684,991,1098,854,1202,1015
MYCTH_2296323,837,1248,1339,727,1109,765
MYCTH_2296328,1469,2257,1965,7908,11104,8309
MYCTH_2296333,1418,2245,1957,3887,5280,4257
MYCTH_99456,430,570,494,1052,1427,1162
MYCTH_2296336,588,877,950,1245,1594,1568
MYCTH_2051026,908,1486,1360,3500,4517,4025
MYCTH_2296345,2060,3557,3646,7212,9487,8188
MYCTH_2296350,1061,1559,1476,9615,12745,9820
MYCTH_99461,482,775,722,1370,1810,1539
MYCTH_2296357,615,1047,870,1280,1780,1750
